Price,Carats,Color,Clarity,Cut
4074,1,J,VS2,Very Good
4076,1,F,SI2,Very Good
4076,1.02,I,SI2,Excellent
4077,1,I,SI1,Very Good
4077,1,I,SI1,Very Good
4077,1,I,SI1,Good
4077,1.01,J,VS1,Very Good
4077,1.01,G,SI2,Very Good
4077,1.01,G,SI2,Good
4135,0.9,D,SI1,Very Good
4135,1,H,SI1,Very Good
4136,1.11,I,SI2,Very Good
4136,1.13,I,SI2,Ideal
4136,1.01,H,SI2,Excellent
4136,0.76,G,IF,Excellent
4137,1.09,F,SI2,Very Good
4137,1.1,I,SI2,Excellent
4137,1.09,J,SI1,Good
4137,0.9,H,VS1,Excellent
4137,0.9,H,VS1,Excellent
4137,0.91,E,SI1,Excellent
4138,0.66,D,VVS1,Excellent
4138,1.04,H,SI1,Very Good
4138,0.91,E,SI1,Very Good
4139,0.57,D,IF,Excellent
4139,0.77,F,VVS2,Excellent
4139,1.03,I,SI2,Excellent
4139,1.02,H,SI2,Ideal
4140,1.12,J,VS2,Very Good
4140,1.1,J,VS2,Excellent
4140,1,J,VS2,Very Good
4140,1.01,I,SI2,Very Good
4140,1.01,J,SI1,Good
4140,1.01,G,SI1,Very Good
4204,0.72,D,VVS1,Excellent
4204,0.91,H,VS1,Excellent
4204,1.05,H,SI2,Very Good
4204,0.91,F,VS2,Very Good
4204,0.91,F,VS2,Very Good
4205,0.81,G,VVS1,Excellent
4205,0.81,G,VVS1,Ideal
4205,1.06,E,SI2,Good
4205,0.8,D,VS1,Very Good
4206,1,G,SI2,Very Good
4206,1.06,J,SI1,Excellent
4206,1.11,J,VS1,Very Good
4206,1.11,G,SI2,Very Good
4206,1.11,G,SI2,Very Good
4207,1.08,H,SI2,Very Good
4207,1.26,I,SI2,Excellent
4208,0.9,G,VS2,Very Good
4208,1,H,SI2,Good
4208,1.06,K,VS1,Excellent
4208,1.07,J,SI1,Excellent
4208,0.9,F,SI1,Excellent
4210,1.04,G,SI2,Excellent
4210,0.92,H,VS2,Excellent
4211,1.01,H,SI2,Ideal
4211,1.01,H,SI2,Very Good
4273,0.93,D,SI1,Very Good
4273,0.59,D,IF,Excellent
4273,1,G,SI2,Very Good
4273,1.04,G,SI2,Very Good
4273,1.05,J,VS2,Very Good
4275,1.14,J,SI2,Very Good
4275,0.75,D,VS1,Ideal
4275,1,H,SI1,Very Good
4275,1.07,I,SI1,Very Good
4275,0.9,F,SI1,Excellent
4275,0.9,F,SI1,Excellent
4276,1.15,K,VVS1,Very Good
4276,1.06,I,SI1,Very Good
4276,0.92,G,VS2,Very Good
4277,1.08,K,VVS2,Very Good
4277,0.9,F,VS2,Very Good
4277,1.08,J,VS2,Very Good
4277,1.01,I,SI1,Excellent
4277,1.01,H,VS1,Good
4277,1.01,I,VS2,Good
4277,1.01,I,VS2,Very Good
4277,1.01,I,VS2,Good
4277,1.01,G,SI2,Very Good
4278,0.79,F,VVS2,Excellent
4278,1.07,H,SI2,Excellent
4338,0.93,D,SI2,Excellent
4338,0.81,F,VVS2,Excellent
4338,1.06,H,SI2,Excellent
4338,1,H,SI1,Good
4338,1.01,F,SI2,Very Good
4339,1.04,H,SI2,Very Good
4339,0.8,E,VS1,Excellent
4339,0.8,E,VS1,Excellent
4339,1.07,H,SI2,Very Good
4341,0.76,D,VVS2,Excellent
4341,0.8,F,VVS2,Excellent
4341,0.8,F,VVS1,Very Good
4341,0.72,E,IF,Excellent
4342,1.08,J,SI1,Excellent
4342,1.07,H,SI2,Excellent
4342,0.97,G,SI1,Very Good
4343,0.94,F,VS2,Very Good
4344,1.16,J,SI1,Very Good
4344,1.16,I,SI2,Very Good
4344,1.03,G,SI2,Excellent
4344,1.01,F,SI2,Very Good
4345,1,H,SI1,Very Good
4345,1.07,J,SI1,Excellent
4346,0.7,E,IF,Excellent
4346,1.14,I,SI2,Ideal
4413,0.7,D,VVS1,Very Good
4415,1.22,K,SI1,Ideal
4415,1.08,H,SI2,Very Good
4415,0.91,I,IF,Excellent
4415,1.05,G,SI2,Excellent
4416,1.05,G,SI2,Very Good
4416,1,J,VS2,Very Good
4416,0.96,G,SI1,Excellent
4416,1.01,G,SI2,Very Good
4416,1.01,J,VS1,Very Good
4416,1.01,J,VS1,Very Good
4416,1.01,J,VS1,Very Good
4416,1.01,G,SI2,Very Good
4416,1.01,G,SI2,Excellent
4416,1.01,G,SI2,Good
4416,1,F,SI2,Excellent
4416,1,I,VS2,Very Good
4417,1,H,SI1,Very Good
4417,1,H,SI1,Very Good
4417,1.01,F,SI2,Excellent
4417,1.01,F,SI2,Excellent
4418,1.23,J,SI2,Very Good
4418,1.35,K,SI2,Very Good
4418,1.05,H,SI2,Excellent
4419,1,E,SI1,Very Good
4482,1.08,I,SI1,Very Good
4482,1.01,I,SI1,Very Good
4482,1.06,H,SI2,Very Good
4482,0.82,D,VS1,Excellent
4483,0.77,E,VVS2,Excellent
4483,1.15,K,VS1,Very Good
4484,0.74,D,VVS2,Excellent
4484,0.92,I,IF,Excellent
4484,1.01,K,IF,Very Good
4484,1.03,G,SI2,Ideal
4484,1.03,G,SI2,Excellent
4484,1.12,I,SI1,Very Good
4484,1.1,I,SI1,Very Good
4485,0.9,E,VS2,Very Good
4485,1.11,I,SI1,Very Good
4485,1.23,J,SI1,Very Good
4486,0.9,H,VS1,Very Good
4486,1.03,H,SI2,Excellent
4486,1.03,G,SI2,Excellent
4486,1.03,G,SI2,Very Good
4487,1.03,I,VS2,Very Good
4487,1.03,F,SI2,Excellent
4487,1.02,H,SI2,Excellent
4487,1.06,I,SI1,Very Good
4487,1.07,I,SI1,Excellent
4550,0.8,F,VVS2,Ideal
4550,1.25,J,SI2,Excellent
4551,0.83,F,VVS2,Excellent
4551,0.83,F,VVS2,Excellent
4551,1.04,F,SI2,Very Good
4552,1.01,H,SI1,Very Good
4552,0.9,E,SI1,Excellent
4552,0.9,E,SI1,Very Good
4552,0.9,E,SI1,Excellent
4552,1.06,G,SI2,Excellent
4553,0.96,H,VS2,Very Good
4553,0.71,D,VVS2,Excellent
4553,0.9,E,VS2,Very Good
4553,0.9,E,VS2,Very Good
4553,0.9,E,VS2,Very Good
4553,1.01,G,SI2,Excellent
4554,0.9,F,SI1,Excellent
4554,1,F,SI2,Good
4554,1.25,I,SI2,Very Good
4554,1.2,J,SI1,Excellent
4554,1.2,J,SI1,Excellent
4554,1,J,VVS2,Excellent
4554,1,J,VVS2,Excellent
4555,1.02,H,SI1,Very Good
4555,1.02,H,SI1,Very Good
4624,1.03,G,SI2,Excellent
4624,1.04,I,SI1,Excellent
4625,0.91,G,VVS2,Very Good
4625,0.91,F,VS2,Excellent
4625,0.91,D,VS2,Good
4625,0.9,F,VS1,Very Good
4625,1.01,H,SI1,Excellent
4626,1,I,VS1,Good
4627,1.01,E,SI2,Very Good
4627,1.27,I,SI2,Very Good
4627,0.9,F,VS2,Excellent
4628,0.81,D,VS2,Excellent
4628,1.11,H,SI2,Excellent
4628,1.11,H,SI2,Very Good
4628,1.01,I,SI1,Very Good
4628,1.1,H,SI2,Very Good
4628,1,E,SI2,Very Good
4628,1.01,H,SI1,Very Good
4628,1.11,H,SI2,Excellent
4629,0.9,E,SI1,Excellent
4629,0.75,E,IF,Excellent
4629,1.07,F,SI2,Excellent
4629,0.74,F,IF,Ideal
4630,0.91,D,SI1,Very Good
4630,1,G,SI1,Very Good
4695,1.21,J,SI1,Excellent
4696,1.06,E,SI2,Excellent
4696,1.2,J,VS2,Very Good
4697,1.06,G,SI2,Ideal
4697,1,G,SI1,Excellent
4697,1,G,SI1,Very Good
4697,1,G,SI1,Good
4697,1,G,SI1,Very Good
4698,1.01,E,SI1,Very Good
4698,1.07,G,SI2,Ideal
4698,1,E,SI2,Very Good
4698,1,H,SI1,Excellent
4698,1,H,SI1,Very Good
4700,1.38,J,SI2,Very Good
4700,1.09,G,SI2,Excellent
4700,1.01,H,SI2,Excellent
4700,1.22,J,SI2,Very Good
4701,1,D,SI1,Good
4701,1.01,G,SI1,Excellent
4701,1.01,H,SI1,Ideal
4701,1.06,H,SI2,Excellent
4701,1.06,J,VVS2,Ideal
4702,1.02,I,SI1,Ideal
4702,0.9,F,VS2,Excellent
4703,1.09,H,SI2,Very Good
4786,0.8,D,VVS2,Excellent
4786,1.04,H,SI2,Excellent
4786,0.85,E,VS1,Excellent
4787,1.01,G,SI1,Very Good
4787,1,D,SI2,Very Good
4788,1.1,H,SI1,Good
4789,1.01,E,SI2,Very Good
4789,1.01,H,SI1,Excellent
4789,0.74,E,IF,Excellent
4789,1,I,VS1,Ideal
4790,1.01,H,SI1,Excellent
4790,1.23,I,SI2,Excellent
4790,1.07,F,SI2,Very Good
4791,1.02,D,SI2,Very Good
4791,1.02,G,SI1,Good
4791,1.06,D,SI2,Very Good
4792,1.17,H,SI2,Ideal
4792,1.1,H,SI2,Excellent
4792,1.21,K,VS1,Very Good
4792,1.02,E,SI2,Very Good
4792,1.23,I,SI2,Very Good
4792,1.23,J,SI1,Good
4792,0.7,D,VVS1,Excellent
4792,1.01,I,SI1,Excellent
4792,0.9,F,VS2,Very Good
4865,1.25,J,SI2,Very Good
4865,1.04,E,SI2,Excellent
4866,1.07,H,SI1,Very Good
4866,1.07,H,SI1,Good
4866,0.8,F,VVS1,Ideal
4867,1.2,F,SI2,Excellent
4867,0.91,E,VS2,Excellent
4867,0.97,H,VS1,Good
4867,1.11,H,SI1,Very Good
4868,1,D,SI2,Very Good
4868,1,G,SI1,Very Good
4868,1.09,H,SI1,Excellent
4868,0.75,D,VVS2,Excellent
4869,1.28,J,SI2,Very Good
4869,1.3,J,SI1,Very Good
4870,1.1,H,SI2,Excellent
4871,1.35,K,VS2,Excellent
4871,1.23,J,VS2,Excellent
4871,1.23,J,SI1,Excellent
4871,1,H,SI1,Excellent
4872,1.05,F,SI2,Excellent
4872,1,H,SI1,Excellent
4872,1,H,SI1,Very Good
4874,1.13,J,VS1,Very Good
4874,0.92,F,VS2,Excellent
4944,0.91,H,VVS2,Excellent
4946,1.02,H,SI1,Excellent
4946,1.02,H,SI1,Excellent
4946,1.12,K,VS1,Excellent
4946,1.12,I,SI1,Excellent
4946,1.1,F,SI2,Very Good
4949,1.28,K,VS2,Excellent
4950,1,G,SI1,Excellent
4950,0.9,D,VS2,Very Good
4950,1.25,J,VS2,Very Good
4950,1.25,K,VS1,Excellent
4950,1.04,I,VS1,Excellent
4950,1,E,SI1,Excellent
4950,1,E,SI1,Very Good
4950,1.01,E,SI2,Very Good
4951,1.03,G,SI1,Excellent
4952,1.23,I,SI2,Ideal
4952,1.27,J,VS2,Excellent
4952,0.84,E,VS1,Excellent
4952,1.1,I,SI1,Excellent
4952,1.14,H,SI1,Good
4953,1.06,I,VS1,Excellent
4955,1.04,H,SI1,Very Good
4955,1.12,H,SI2,Excellent
4955,0.91,D,VS2,Very Good
4990,1,H,VS2,Very Good
4990,1.13,H,SI2,Ideal
4990,1.12,K,VVS2,Excellent
4990,1.01,D,SI2,Very Good
4990,1.01,G,SI1,Very Good
4991,1.11,E,SI2,Very Good
4991,1.07,J,VS1,Very Good
4991,1.51,K,SI2,Excellent
4992,1.03,I,VS1,Excellent
4994,1.08,I,SI1,Excellent
4994,1.2,I,SI2,Excellent
4995,1.26,G,SI2,Good
4996,1.06,H,SI2,Excellent
4996,0.92,I,IF,Excellent
4997,1.02,K,IF,Excellent
4997,1.04,E,SI2,Very Good
4997,1.18,F,SI2,Very Good
4997,1,H,VS1,Good
4999,1.13,I,VS2,Good
5000,1.01,E,SI1,Very Good
5000,0.9,F,VS1,Excellent
5000,1.01,E,SI1,Good
5002,1.1,E,SI2,Very Good
5002,1.1,E,SI2,Good
5002,1.12,E,SI2,Excellent
5002,0.9,F,VS1,Excellent
5002,1,H,SI1,Very Good
5002,1,H,SI1,Excellent
5002,1,H,SI1,Excellent
5003,1.2,G,SI2,Good
5003,1.2,H,SI1,Excellent
5003,1.07,H,SI1,Very Good
5004,1.27,J,VS2,Excellent
5004,1.2,H,SI2,Very Good
5004,1.22,G,SI2,Excellent
5005,0.97,D,SI1,Very Good
5005,1,F,SI1,Very Good
5005,1,F,SI1,Very Good
5005,1,F,SI1,Good
5005,1,F,SI1,Very Good
5005,1,F,SI1,Very Good
5006,1.23,H,SI2,Very Good
5006,1.08,E,SI2,Very Good
5007,1.01,H,SI1,Excellent
5007,1.09,H,SI1,Excellent
5008,1.08,G,SI2,Excellent
5008,1.12,I,VS2,Excellent
5080,1.03,I,VS1,Excellent
5081,1.03,F,SI2,Very Good
5082,1.03,E,SI2,Excellent
5082,1.25,J,VS2,Very Good
5082,1.12,I,VS2,Very Good
5082,1.05,I,VS2,Ideal
5083,1.01,G,SI1,Very Good
5083,1.01,D,SI2,Very Good
5083,1.01,G,SI1,Very Good
5083,1.01,G,SI1,Good
5083,1.01,G,SI1,Excellent
5083,1.01,D,SI2,Very Good
5083,1.01,D,SI2,Very Good
5083,1.21,F,SI2,Good
5084,1.21,H,SI2,Excellent
5085,1.08,I,VS2,Ideal
5085,0.81,D,VS1,Excellent
5086,1.02,G,SI2,Excellent
5086,1,E,SI1,Excellent
5086,1,E,SI1,Very Good
5087,1.21,I,SI2,Ideal
5089,1.01,E,SI1,Very Good
5089,1.01,F,SI1,Very Good
5089,0.93,E,SI1,Excellent
5090,1.01,E,SI1,Very Good
5183,1.18,J,VS1,Excellent
5183,1.03,G,SI1,Very Good
5183,1.03,G,SI1,Excellent
5183,1.03,G,SI1,Very Good
5184,1.06,D,SI2,Good
5184,0.87,E,VS1,Ideal
5184,1.14,G,SI2,Ideal
5184,1.37,J,SI2,Very Good
5184,1.05,H,SI1,Excellent
5185,1.58,K,SI1,Excellent
5185,1.22,I,SI2,Excellent
5186,1.04,G,SI1,Excellent
5187,1.16,I,VS2,Excellent
5188,1.31,J,VS2,Good
5188,1.1,K,VVS2,Excellent
5189,1.23,I,SI2,Very Good
5189,1.26,J,VS2,Excellent
5189,1.02,F,SI2,Excellent
5189,1.15,H,SI2,Very Good
5189,1.15,I,SI1,Excellent
5190,0.9,D,VS2,Excellent
5190,1.14,D,SI2,Very Good
5191,1.21,H,SI2,Ideal
5191,0.9,F,VS1,Very Good
5192,1.4,J,SI2,Excellent
5292,0.97,D,SI1,Excellent
5293,1.28,H,SI1,Ideal
5294,0.81,D,VVS2,Excellent
5294,1.01,F,SI1,Very Good
5294,1.01,E,SI2,Very Good
5294,1.01,H,SI1,Excellent
5295,1.26,J,VS2,Excellent
5295,1.16,G,SI2,Excellent
5296,1.31,I,SI2,Very Good
5296,1.12,G,SI1,Very Good
5296,0.9,H,VVS2,Excellent
5297,1,F,SI1,Excellent
5298,1.2,I,SI1,Excellent
5299,1.21,I,SI2,Excellent
5300,1.53,K,SI1,Very Good
5300,1.2,F,SI2,Very Good
5300,1.04,H,VS2,Very Good
5300,1.04,F,SI1,Very Good
5301,1.5,K,VS2,Excellent
5301,1.02,H,VS2,Excellent
5301,1.02,H,VS2,Very Good
5302,1.03,F,SI1,Excellent
5303,1.16,G,SI2,Very Good
5304,1.01,G,VS2,Good
5304,1.32,I,SI2,Excellent
5405,1.04,H,VS2,Excellent
5406,1.18,J,VS2,Excellent
5407,1.28,J,VS2,Excellent
5407,1.13,H,SI1,Very Good
5407,1.13,H,SI1,Excellent
5408,1.11,H,SI1,Very Good
5411,1.12,G,SI1,Excellent
5412,1.28,K,VVS2,Excellent
5412,1.28,I,SI2,Excellent
5413,1.01,E,SI2,Excellent
5414,1.25,G,SI2,Excellent
5414,1.22,H,SI2,Excellent
5416,1.39,J,SI1,Excellent
5416,1.01,F,SI1,Excellent
5416,1.01,F,SI1,Very Good
5416,1.01,F,SI1,Very Good
5416,1.01,E,SI1,Excellent
5416,1.01,F,SI2,Excellent
5416,1.01,I,VS2,Very Good
5416,1.01,H,VS2,Ideal
5417,1.3,J,SI2,Excellent
5417,1.02,E,SI1,Very Good
5417,1.5,K,SI1,Very Good
5418,0.8,F,IF,Excellent
5418,1.29,I,SI2,Excellent
5535,1,E,SI1,Very Good
5536,1.41,J,SI2,Very Good
5536,1.1,G,SI1,Very Good
5541,1.22,G,SI2,Very Good
5541,1.3,I,SI2,Excellent
5542,1.6,K,SI1,Very Good
5543,1.02,F,SI1,Very Good
5543,1.01,E,SI1,Excellent
5543,1.01,H,VS1,Excellent
5543,1.01,G,VS2,Excellent
5544,1.26,K,SI1,Very Good
5544,1.12,J,IF,Very Good
5544,1,H,VS1,Very Good
5544,1.4,K,SI1,Very Good
5544,1.4,K,VS1,Good
5544,1,H,VS1,Very Good
5545,1.52,I,SI2,Good
5546,1.37,I,SI2,Very Good
5547,1.16,K,IF,Good
5547,1.23,K,VS2,Very Good
5547,1.15,I,VS1,Excellent
5548,1.17,E,SI2,Very Good
5548,1.06,G,SI1,Excellent
5548,1.22,G,SI2,Very Good
5548,1.2,J,VS2,Excellent
5661,0.9,G,VVS1,Excellent
5661,0.9,E,VS1,Excellent
5661,0.9,E,VS1,Very Good
5662,1.08,G,SI1,Excellent
5662,1.12,G,SI1,Excellent
5663,1.2,I,VS2,Excellent
5663,1.17,H,SI1,Excellent
5663,1.25,K,VVS2,Very Good
5665,1.16,G,SI1,Good
5666,1.01,H,SI2,Excellent
5666,1.01,E,SI1,Very Good
5666,1.27,I,SI1,Excellent
5666,1.24,H,SI2,Very Good
5667,1.15,I,VS2,Excellent
5667,1.21,H,SI2,Excellent
5668,1.28,J,SI1,Excellent
5669,1.33,J,VS2,Excellent
5669,1.01,D,SI1,Very Good
5669,1.13,J,IF,Ideal
5670,1.1,I,VS1,Excellent
5671,1.02,D,SI2,Excellent
5671,0.81,D,VVS2,Ideal
5672,1.01,F,SI1,Very Good
5673,1.1,H,SI1,Excellent
5673,1.5,J,SI2,Very Good
5801,1.01,D,SI2,Excellent
5801,1.08,J,VVS2,Excellent
5802,1.16,F,SI2,Excellent
5802,1.34,J,VS2,Very Good
5803,1.06,H,VS2,Excellent
5803,1.11,I,VS2,Excellent
5804,1.44,J,SI2,Very Good
5806,1.35,I,SI2,Excellent
5806,1.5,K,VS2,Very Good
5807,1.01,H,VS1,Excellent
5807,1.2,G,SI2,Very Good
5807,1.2,G,SI2,Excellent
5809,1.2,H,SI1,Excellent
5809,1.63,K,SI2,Excellent
5810,1.1,G,SI1,Excellent
5810,1.25,I,SI1,Very Good
5810,1.01,I,VS1,Excellent
5811,1.03,G,SI1,Excellent
5812,1.28,J,VS2,Excellent
5815,1,E,SI1,Excellent
5815,1.24,G,SI2,Excellent
5815,1.33,J,VS1,Very Good
5816,1.34,I,SI2,Very Good
5816,1.22,H,SI2,Ideal
5817,1.13,H,SI1,Excellent
5935,1.38,J,SI1,Excellent
5936,1.23,J,VS1,Excellent
5938,0.76,D,VVS1,Ideal
5938,0.84,D,VVS2,Excellent
5938,1.07,J,VVS2,Ideal
5939,1.01,G,VS2,Very Good
5940,1.24,J,VVS2,Very Good
5941,1.06,E,SI1,Very Good
5941,1,H,VS2,Excellent
5943,1.35,I,SI2,Very Good
5944,0.81,D,VVS2,Excellent
5945,1.13,G,SI1,Very Good
5945,1.23,G,SI2,Good
5946,1.55,K,SI1,Very Good
5946,0.9,F,VVS2,Excellent
5946,1.08,F,SI1,Very Good
5946,1.32,I,SI1,Excellent
5947,1.06,H,SI2,Excellent
5947,1.17,F,SI1,Very Good
5948,0.99,D,SI1,Excellent
5949,1.04,F,SI1,Excellent
5949,1.03,E,SI1,Very Good
5950,1.26,J,VS1,Very Good
5950,1.25,J,VS1,Excellent
5951,1.2,H,SI1,Excellent
5982,1.25,I,VS2,Excellent
5983,1.11,H,VS1,Excellent
5983,1.05,H,VS1,Excellent
5983,1.04,E,SI1,Ideal
5985,1,H,VS2,Excellent
5986,1.01,H,VS2,Excellent
5987,1.23,I,VS1,Very Good
5987,1.23,K,VVS1,Excellent
5987,1.43,J,SI1,Excellent
5988,1.2,H,VS2,Good
5988,1.27,K,VVS2,Very Good
5988,1.01,H,VS1,Very Good
5988,1.01,H,VS1,Excellent
5989,1.01,E,SI1,Excellent
5989,1.01,E,SI1,Excellent
5989,1.01,E,SI1,Excellent
5989,1.01,E,SI1,Excellent
5991,1.01,D,SI1,Very Good
5994,1.3,J,IF,Good
5994,1.13,J,VVS2,Excellent
5994,1.01,H,VVS1,Very Good
5994,1.07,G,SI1,Excellent
5995,1.02,G,VS1,Good
5997,1.33,J,SI1,Excellent
5997,1.2,I,VS1,Very Good
6002,1.01,G,VS2,Excellent
6003,1.01,E,SI1,Very Good
6003,0.85,D,VVS2,Excellent
6003,1.3,I,SI1,Very Good
6004,0.82,D,VVS2,Excellent
6005,1.47,I,SI2,Good
6005,0.8,D,VVS1,Excellent
6006,1.2,I,VS1,Excellent
6006,1.2,F,SI1,Good
6006,1.2,H,SI1,Very Good
6006,1.4,I,SI1,Very Good
6006,1,H,VS1,Excellent
6007,1.22,H,SI1,Excellent
6007,1.23,I,VS2,Excellent
6009,1.52,J,SI2,Excellent
6010,1.01,H,VS1,Excellent
6012,1.12,G,SI1,Ideal
6012,1,F,SI1,Very Good
6013,1.04,G,VS2,Very Good
6013,1.2,E,SI2,Very Good
6014,1.02,I,VVS2,Ideal
6015,1.01,I,VVS1,Very Good
6016,1.21,H,SI1,Excellent
6017,1.2,G,SI2,Excellent
6017,1.26,I,SI1,Excellent
6152,1.04,H,SI1,Very Good
6153,0.85,F,IF,Excellent
6154,1.23,H,SI2,Ideal
6154,1.26,I,VS2,Very Good
6154,1.11,H,VS1,Excellent
6154,1.51,I,SI2,Good
6154,1.51,K,VS1,Very Good
6154,1.51,K,VS1,Good
6154,1.4,I,SI2,Good
6155,1.3,K,IF,Very Good
6155,1.01,F,SI1,Excellent
6155,1.5,J,SI1,Very Good
6156,1.35,K,VVS2,Excellent
6157,1.22,E,SI2,Excellent
6158,1.23,I,VS2,Ideal
6158,1.2,H,SI1,Ideal
6158,1,D,SI1,Excellent
6160,1,F,VS2,Very Good
6160,1,F,SI1,Very Good
6161,1.01,E,SI1,Ideal
6163,1.3,H,SI2,Very Good
6164,1.34,K,VVS1,Good
6165,1.03,H,VS2,Excellent
6165,1.01,G,VS2,Very Good
6165,1.17,E,SI2,Very Good
6322,1.42,J,SI1,Very Good
6322,1.24,H,SI1,Excellent
6322,1.1,G,SI1,Excellent
6322,1.21,E,SI2,Very Good
6322,1.21,H,VS2,Excellent
6323,1.31,H,SI1,Very Good
6324,1.05,G,VS2,Very Good
6325,0.93,F,VVS2,Excellent
6326,1.01,G,VS2,Ideal
6326,1.01,G,VS2,Excellent
6328,1.24,I,SI1,Excellent
6329,1.7,K,SI2,Very Good
6332,0.85,E,VVS1,Very Good
6333,1.4,J,SI1,Very Good
6333,1.01,F,VS1,Good
6333,1.01,F,VS1,Good
6333,1.02,F,SI1,Ideal
6334,1.29,F,SI2,Excellent
6335,1,F,VS2,Very Good
6336,1,F,VS2,Very Good
6337,1.04,H,VS1,Very Good
6337,1.15,G,SI1,Ideal
6337,1.29,H,SI1,Excellent
6338,1.2,D,SI2,Very Good
6339,1.3,J,VS2,Excellent
6507,1.28,J,VS1,Excellent
6507,1.27,D,SI2,Excellent
6508,1.45,J,VS2,Very Good
6508,1.02,E,SI1,Excellent
6508,1.31,G,SI2,Very Good
6509,0.95,E,VS1,Ideal
6509,0.95,H,IF,Ideal
6510,0.9,D,VS1,Ideal
6513,1.22,E,SI2,Excellent
6516,1.3,J,VVS2,Very Good
6516,1.29,F,SI2,Excellent
6517,1.05,G,VS2,Excellent
6517,1.4,I,SI2,Very Good
6517,1.4,I,SI2,Excellent
6517,1.63,K,VS2,Excellent
6518,1,I,VVS2,Very Good
6518,1.3,G,SI2,Excellent
6521,1,G,VS1,Very Good
6521,1,G,VS1,Very Good
6522,1.33,I,SI1,Excellent
6522,1.21,H,VS2,Excellent
6522,1.34,H,SI2,Excellent
6523,1.3,F,SI2,Very Good
6523,1.04,I,VVS2,Excellent
6524,1.2,H,SI1,Excellent
6694,1.4,I,SI1,Very Good
6695,0.9,E,VVS2,Very Good
6695,0.9,E,VVS2,Excellent
6696,1.07,D,SI1,Excellent
6699,1.51,J,SI1,Very Good
6699,1.51,J,SI2,Very Good
6699,1.51,K,VS1,Very Good
6700,1.21,H,VS2,Very Good
6701,1.24,G,SI1,Excellent
6702,1.29,J,VVS2,Excellent
6702,1.37,I,SI1,Excellent
6703,0.95,G,IF,Excellent
6704,1.06,G,VS2,Excellent
6704,1.49,J,SI2,Excellent
6706,1.27,J,VS2,Excellent
6706,1.23,H,VS2,Excellent
6707,0.91,G,VVS1,Ideal
6708,1.52,J,VS2,Very Good
6708,1.34,I,VS2,Excellent
6708,1.21,H,VS2,Very Good
6708,1.21,H,VS2,Excellent
6710,1.22,I,VS2,Very Good
6712,1.26,E,SI2,Excellent
6712,1.56,K,VS2,Excellent
6714,1.13,D,SI1,Excellent
6873,1.2,H,SI1,Excellent
6875,1.4,G,SI2,Very Good
6875,1.4,J,VS1,Excellent
6875,1.08,G,VS2,Excellent
6876,1.21,H,VS2,Excellent
6876,1.23,I,VVS2,Excellent
6877,1.6,K,VS1,Very Good
6877,1.4,H,SI2,Very Good
6880,1.29,I,VS1,Excellent
6881,1.38,G,SI2,Very Good
6883,1.35,H,SI1,Excellent
6884,1,G,VS2,Very Good
6884,0.9,E,VVS2,Very Good
6886,1.37,J,VVS2,Ideal
6886,1.51,I,SI2,Very Good
6887,1.27,H,SI1,Excellent
6888,1,G,VS1,Good
6888,1,G,VS1,Very Good
6891,1.11,E,SI1,Excellent
6892,1.51,J,SI1,Very Good
6893,1.22,G,SI1,Excellent
6894,1.5,J,VS1,Excellent
6894,1.32,F,SI1,Excellent
6897,1.26,I,VVS1,Very Good
6897,1.32,H,SI1,Very Good
6969,1.2,D,SI2,Excellent
6969,1.01,F,VS2,Very Good
6972,1.22,F,SI1,Excellent
6976,1.3,I,VS1,Excellent
6976,1.11,I,VVS2,Excellent
6976,1.51,I,SI2,Very Good
6976,1.51,I,SI2,Excellent
6977,1.1,I,VVS2,Excellent
6978,1.11,H,VS2,Very Good
6978,1.22,I,VS2,Excellent
6978,1.04,G,SI1,Excellent
6983,1.02,H,VS1,Excellent
6986,1.3,E,SI2,Very Good
6986,1.16,G,VS2,Excellent
6987,1.34,G,SI1,Very Good
6988,1.21,H,VS1,Very Good
6988,1.11,D,SI1,Very Good
6988,1.01,E,VS2,Very Good
6988,1.01,E,VS2,Very Good
6990,1.15,E,SI1,Excellent
6990,1.5,J,SI1,Very Good
6990,1,F,VS2,Excellent
6990,1.55,J,SI2,Excellent
6992,1.01,E,VS2,Very Good
6992,1.41,E,SI2,Good
6993,0.96,G,VVS1,Excellent
6993,0.91,F,VVS1,Excellent
6994,1.36,F,SI2,Very Good
6994,1.29,H,SI1,Very Good
6994,1.21,G,SI1,Ideal
6995,1.02,F,VS2,Excellent
6995,1.58,J,VS2,Excellent
6996,1.01,F,VS2,Very Good
6996,1.54,J,VS2,Excellent
6998,1.07,F,VS2,Excellent
6999,1.16,J,VVS1,Excellent
7000,1,H,VS1,Very Good
7001,1.3,D,SI2,Very Good
7002,1.2,I,VS1,Excellent
7002,1.24,H,SI1,Ideal
7004,1.01,G,VS2,Very Good
7005,0.9,F,VVS1,Very Good
7006,1.25,H,VS2,Very Good
7007,1.36,F,SI1,Very Good
7007,1.07,G,VS2,Excellent
7007,1.07,G,VS2,Excellent
7007,1.13,I,VVS2,Excellent
7009,1.3,J,VVS1,Excellent
7010,1.18,F,SI1,Excellent
7010,1.14,F,VS2,Very Good
7010,1.01,G,VS2,Excellent
7010,1.01,F,VS2,Very Good
7011,1.36,F,SI2,Excellent
7012,1,E,VS2,Very Good
7012,1,E,VS2,Good
7014,1.5,J,SI1,Very Good
7015,1.01,G,VS1,Excellent
